,content_cut
7517,喜欢 收藏 留言 的 关注 哦
7518,玩球 球 也 有 三年 了 ， 经历 了 太 多 分分合合 希望 可以 交 一些 好 朋友 一起 玩
7519,咿呀 咿呀 啊
7520,大家 好
7521,你 是 我 患得患失 的 梦 ， 我 是 你 可有可无 的 人 。
7522,我 笑 ， 便面 如春 花 ， 定 能 感动 人 的 ， 任 他 是 谁 .
7523,请问 我 梳 中分 影响 我开 着 法拉利 追 别的 球 么 ？ ？
7524,大手子
7525,呵呵
7526,呃 ... 这 是 个 什么 东西
7527,我 不是 什么 大神 我 也 不是 菜鸟 ， 我 只 想 做 我 自已 。
7528,谁 愿意 做 我 妹妹 ， 我会 对 她 很 好 的
7530,第一次
7531,关注 我带 你们 上 段位 。
7533,球球 大 作战 让 认识 了 很多 朋友
7534,用金 蘑菇 开 了 两个 超大 宝箱 ， 但是 都 显示 服务器 神游 ， 金 蘑菇 也 没 了 什么 意思 ?
7535,成长 就是 你 主观 世界 遇到 客观 世界 之间 的 那条 沟 ， 你 掉进去 了 ， 叫 挫折 ， 爬出来 了 ， 叫 成长 。
7536,2530 我车 来 固 搭
7537,球球 不 倒 ， 陪你到 老 ！
7538,啊鹅鹅鹅 说点 啥 可好 啊 ~
7539,懵懵懂懂 迷迷瞪瞪 就 3 年勒 ﻿ ﻿ ﻿ @ BOB1196732486
7540,希望 生存 模式 可以 取消 语音 模式 。
7541,球球 刚 出来 就 开始 玩 一直 到 现在 ~ 说 什么 呢 ， 反正 希望 球球 越做越 好 ~ 球球 不 倒 ， 陪你到 老 ！
7542,球球 现在 10.0 说实话 我 并 不怎么 喜欢 两年 前糖 多么 难得 ， 现在 皮肤 全部 返场 老 玩家 并 不怎么 舒服
7543,玩 一盘 自由 居然 变成 了 这样 就 问 还有 谁 （ @ you : 找 队友 哦 ！ ）
7544,习惯 单手 玩球 球 的 有 吗 ? 而且 也 不 习惯 合作 ， 也 是 有点 无聊 了
7545,
7546,
7547,找 队友 各种 花式 任 你 飞 ！
7548,从 以前 的 ， 18 分送 球 → 16 分 追 你 到 天涯海角 → ， 4 分 搞定 你 。 三年 了 成长 了 ， 打开 手机 ， 玩起 了 球球 ， 好友 依旧 没 回游 ， 粉丝 依旧 那么 多 ， 唉 ， 我 还 在 坚持 ！ ? ?
7549,以前 的 球球 多 好玩 ， 现在 的 队友 就是 逗比
7550,玩球 球 三年 了 ， 希望 以后 一直 能 陪伴 这个 游戏
7551,只求 陪伴 ， 不看 段位 技术 ， 只求 开开心心 的 一起 玩 ， 来个 小姐姐 ， 玩 了 四年 了 ， 没固 搭
7552,有没有 谁 和 我 一样 ， 从不 主动 取关 队友
7553,更新 啦 啦 啦 啦 啦 啦 啦 啦 啦
7554,这 游戏 我特 喜欢 ， 想 给 朋友 同学 一起 玩 ♥ ♥ ♥ 吞吞 吞
7555,呵呵 十 连胜 好 厉害 浪子 奇 _ low
7556,收获 了 好多 好 朋友 ， 谢谢 大家 的 陪伴
7557,我 只是 想 找个 队友 罢了 像 以前 一样 ...
7559,谁 能 告诉 我 这 是 怎么回事
7560,已 玩球 球 三年 ， 三指求 队友
7561,不怕 你 坑 就 怕 ， 咋 俩 對 上 。
7562,是 个 狠 人 。
7563,这个 怎么 用 的 呢
7564,@ 玉面 判官 _ 清风 ﻿ 谢谢 陪伴
7565,哈哈 球球 陪 了 我 3 年 了 ? ? ? ? 球球 不 倒 陪你到 老
7566,新 出来 的 球球 派对 怎么 才能 玩 不 具备条件 ， ， 什么 的 （ ' ▿ ' ）
7567,球球 现在 基本 就是 圈钱 圈够 了 ， 开始 做 游戏 了
7568,我 也 算是 个 老 玩家 了 ， 可 我 的 技术 却 不是 很 好
7569,可能 两年 前 吧 ， 还是 三年 前 … 染上 了 球球 大 作战 这 款 游戏 ， 一 开始 不多 说 都 是 菜 * ， 球球 环境 也 挺 好 ， 没有 充钱 的 功能 ， 菜豆 也 挺 难存 ， 每天 都 会 开开心心 的 打着 生存 ， 时过境迁 ， 球球 又 换 了 一个 面貌 ， 原来 一起 玩 的 老 玩家 都 退 了 ， 说球球 现在 太坑 钱 了 ， 没 办法 ， 现在 毕竟 这 款 游戏 做 出来 了 ， 有 实力 了 ， 还 请 代言 了 ， 我 只是 想 说 ， 原来 的 球球 好像 真的 回不来 了 … …
7570,玩球 球挺 长时间 了 还是 感觉 现在 球球 变得 不怎么 滴 准备 退游 啦
7571,2019
7572,
7573,2019 马上 到 了 ， 祝福 球宝们 新年快乐 。
7574,
7575,
7576,2019 到 了 ， 看见 糖豆 的 一篇篇 文章 ， 感觉 球球 不 只是 艺术家 的 天地 ， 还是 作家 的 乐园 。 他 已 不 只是 一款 游戏 。
7577,
7579,
7580,2019 愿 保持 本心
7581,两年 地 成果 ； 但是 要 祝球球 大 作战 越来越 ? 祝 所有 球宝们 新年快乐 ?
7582,‭ 我 在 我 皮肤 里面 的 孢子 里 找到 了 2019 、 我 希望 2019 年 天天 能 快乐 、 开开心心 每 一天 、 也 希望 球球 能够 越来越 好 、 希望 更多球 包能 回归 一起 玩 .
7583,2019 的 希望
7584,画面 太 美 ～
7585,若无相 欠 ， 怎 会 相见 各位 球宝们 ， 大家 好 鸭 .
7586,2019 你好
7587,yle = color : rgb80 125 175 ; > ﻿ ﻿ 2019 年 祝 我 成绩 能 有所突破 ， 有所 成就 ！ 祝家 人们 身体健康 ， 万事如意 ！ 祝球 宝们 新年快乐 ， 心想事成 ！ ? 祝球球 大 作战 能 越来越 好 ， 人 越来越 多 ， 游戏 越来越 火爆 ? 希望 大家 都 开开心心 每一刻 ， 快快乐乐 每 一天 ！ ? 球球 不 倒 ， 我们 不老 ！ ❤ ️ ? ? ? ? ? ? ? 2019 （ 猪年 ） ， 我们 一起 冲 鸭 ！ ！ ！ ? ? ?
7588,
7589,一起 交个 朋友 吧 ！
7590,20191 的 希望
7593,话 不 多 说 三年 了 球球 不 倒 陪你到 老
7594,2019 ！ ~ 冲 鸭 。 = ^ ▽ ^ =
7595,2019
7596,祝 大家 2019 年 快乐 永远 上 超神
7597,2019 你 就是 球球界 的 希望
7598,? ?
7599,2019 ， 耶 ！
7600,回归 找 队友 id 绿末
7601,新 的 一年
7603,
7604,烦
7605,2019 新春快乐 球球 不 老 陪 我 到 老 2019 在 这里
7606,老 司机 刚 回游 。 找 一波 好 队友 。 本人 已上 超神 。
7607,特 哦 来 lol 你 低估 了 吧 ！ 你 自己 说 的 吗 还是
7608,闺蜜 ＋ 我 19 河北 不 上学
7609,以后 可以 让 我 陪 你 一起 吗 ？
7610,猪年 快乐 ！
7611,有 队友 吗 ～ 可以 连麦 的 内种 我 不是 特别 nb 好久没 玩儿 了 .. 没 队友 啥 也 不行 .. 哥哥 姐姐 处个 队友 吗 .. ?
7612,那个 香蕉 猫 皮肤 在 哪 晋升 啊
7613,2019 的 希望
7614,幫 我
7615,玩球 球 3 年 了 找 几个 稳团 队友 ！
7616,找 队友 心态 必须 好 ， 本人 心态 好 的 不行 。 找 二 拖 队友 。 ID 礼路 。
7617,找 长期 队友 一天 1 个 小时 以上 在线 的 那种 加 我 ID : 快手 搜索 虎啸
7618,我 要是 找 队友 心态 好 的 。
7619,谁 知道 球球 派对 什么 时候 开发 放 ？
7621,我想 找个 师傅 带 我 我 有时候 很菜 的 。 。 。 。 。 。
7622,二十三个 赛季 了 终于 上 超神 ， 太不容易 了
7623,以前 刚玩 几天 的 时候 我 被 人 追 着 吃 现在 我 也 可以 追着 一些 人 打 了 我 希望 以后 球球 大 作战 可以 变成 一个 单机游戏
7624,玩 了 3 年 了 ， 之前 退游 半年 。 最近 听说 不再 那么 圈钱 所以 回归 看看 。 重新 寻找 队友 ， 会 基本 * 作就行 娱乐 而已 嘛 。
7625,玩 了 3 年球球 ， 今天 终于 上 王者 了 。 开心
7627,想 和 我 一起 玩 的 关注 一下
7628,强行 九宫
7629,收个 破 对象 + ， 来 了 就 宠
7630,我 爱球球 ， 它 陪 我 陪 了 三年 我 非常 喜欢 球球 ， 希望 大家 也 喜欢 球球
7631,2019
7632,最近 和 队友 打 一把 ， 队友 都 退 了 ， 我 一个 人来 了 第一 还 得 了 一个 宝箱
7633,给 大家 分享 一波 ID 人之将死 不幸 是 我 骗 自己 快乐 爱里 承欢 比 我 糟糕 吗 不愿 被 界定 我 很 迷人 认真 了 吗 只是 不爱 我 不想 再 爱 你 快乐 不 属于 我舟 不渡 我
7634,谁 知道 那个 关键词 三级 棒棒糖 怎么 获得 谢谢 啦
7635,真累 ！ ！ ！
7636,两年 了 ， 今年 回归 ， 有人 一起 吗
7637,最终 还是 变 了 。 。 。 。
7638,手黑 ？ 队友 关注 id 虚敌
7639,近期 回归 ， 有 一起 的 吗
7640,我要 金 蘑菇 我要 棒棒糖
7641,我 想 说 这个 怎么 玩 ， 玩 了 好几年 才 七级 ， 里面 好多 我 都 不 懂
7642,@ @ @ @ @ @ （ 球球 全服 小姐姐 ， 小 哥哥 ， 在 新 的 一年 里会 更 拽 哈 ）
7644,从 这个 游戏 开始 到 现在 一直 都 在 玩 ， 工作 忙 没 怎么 打 段位 ， 但 一直 没有 放弃 这个 游戏 。
7645,滴 滴滴 别 给 我 说 没有 ， 我 不 相信
7647,送 留言 送 留言 送 留言 关注
7648,找对象 ， 本人 没 对象 ， id 别人 给 我 想 的
7649,
7650,自己 的 号 玩 了 6 个 月 ， 觉得 还 可以 ， 没充 多少 ， 原来 就是 一些 好友 有 了 好看 的 皮肤 孢子 ， 我 就 想 买 一下 ， 买 完 之后 用 了 几下 在 才 觉得 普通 孢子 才 是 最 好看 的 ！ ！ 红 ！ 黄 ！ 绿 ！ 蓝 ！ 橙 ！
7651,?
7652,几天 没有 玩球 球 了 十分想念 ， 今天 是 情人节 对于 我 一个 单身 狗 来说 是 有点 过分 哦 ， 但 我 就是 单身贵族 ， 唉 ， 还有 两天 就要 开学 了 ， 内心 复杂
7653,留言板 第四条 帮忙 点赞 一下 谢谢 各位 球宝们 啦 ? ? ?
7654,求 怎么 得到 那个 蛋糕 啊 要 哭死了 X ﹏ X
7655,玩球 球大 作战 也 两年 半 了 ， 上 了 几次 超神 ， 但是 队友 一个 一个 退游 ， 只求 找 一些 学生 党 队友 ， 能 包容 能 理解 的 ， ID 快手 帝王 狐 ， 希望 可以 找到 好 队友
7657,球球 不是 说好 了 一起 守卫 家园 的 吗 ？ 可是 我 一点 也 没有 看到 你们 的 心意 ， 搞 得 我 白白 激动 了 2 天 ， 巨人 还是 注重 钱 ， 一点 也 不 注重 球宝们 的 游戏 体验 ， 如果 把 你们 赚钱 的 心思 花 一点 在 球宝们 的 游戏 体验 上 ， 那 你们 根本 不用 发 什么 道歉 视频 ， 现在 游戏 里 的 bug 啊 太 多 了 ! 难道 你们 不 知道 ？
7658,第一次 上 超神 感觉 太棒了
7659,如果 有来生 ， 要 做 一棵树 ， 站成 永恒 ， 没有 悲伤 的 姿势 ： 一半 在 尘土 里 安详 ， 一半 在 空中 飞扬 ； 一半 散落 阴凉 ， 一半 沐浴 阳光 。 非常 沉默 非常 骄傲 ， 从 不依 * 从不 寻找 。
7660,情枫 贼 厉害 ， 技术 玩家 ， 生存 玩家 ， 踩球 优秀 ， 意识 贼 高 ， 稳刷 段位 ， 有意者 加
7661,张国荣 张国荣 张国荣 .
7662,亮 瞎 我 的 眼 ⚆ _ ⚆ … …
7663,
7664,送 你 小花 花 ~
7665,好久没 玩 了 ， 手感 生疏
7666,哈哈哈 哈哈
7667,糖果 岛得 的 盒子 在 哪领 啊 ？ 说 是 背包 ， 一直 找 不见 。 求小 哥哥 小姐姐 解答
7668,回游 了 ， 找个 队友 ， 关注 我
7670,球球 之后 的 你 一意孤行 ， 祝 你 遇到 更好 的 。 我 还是 我 ， 两年 前 给 我 留言 平常 说 的话 你 可能 一句 也 想不起来 了 。 好 了 ， 就 这样 吧 。
7671,大 怪兽 和 小 布丁 模式 又 可以 玩 啦
7672,处 队友 实力 加 心态
7673,明人 不说 暗话 ✔
7674,? ? ? ? ?
7675,55 朵玫瑰 有人 要么 ？
7676,关注 一起 玩 ，
7677,双冠 稳 ， 求 队友 每 赛季 一起 上 超神
7678,求人 解释一下 这是 啥意思 ？ （ ）
7679,今天 简直 蒙 * 了
7680,一起 玩 的 有 吗 有 的 点个 关注 呗 。
7681,虽然 ， 呃 ~ 我 不怎么 会 做 图 ， 但是 ， 我 不想 放弃 希望 ， 试总比 什么 也 不 做 的 强 ， 人 ， 需要 这种 精神 ! 因为 ， 我 也 热爱 球球 ， 总想 为 你 做些 什么 ， 但 又 不知 怎么样 去 做 地 更好 ， 就 从 这 点点 小事 做起 吧 ~
7682,求 关注 ， id 珞美 。 小 哥哥 +
7683,又 要 回 学校 了 ， 又 要 上课 了 ， 又 要 做作业 了 ， 又 要 考试 了 。 ID : 6633844 （ 点赞 送礼物 留言 回关 ）
7684,开学 了 ， 大家 有没有 人 是 这样 的 ? ? ?
7685,无聊 .. 找 队友 了
7686,本人 菜鸟 一枚 有 一起 玩 的 吗 ？
7687,我 的 段位 是 千克 ？ 退 了 重新 进 也 是 ?
7688,关于 你 的 东西 ， 能留 的 我 都 留 着 ， 可 最后 却 没 留住 你 。 这里 我们 只谈 回忆 。 还 记得 那年 夏天 的 晚上 ， 忙前忙后 的 准备 ， 以及 自己 扑通 扑通 跳动 的 心 。 怕 会 不会 下雨 ， 怕 * 场 有没有 被 占用 ， 怕 你 会 不会 拒绝 。 摆灯 ， 藏花 ， 叫 小伙伴 假装 玩狼人 杀 ， 一天 夜里 突然 想到 这个 点子 的 我 ， 甚至 兴奋 的 睡不着 觉 。 为了 不 被 你 察觉出 蛛丝马迹 ， 虽然 你 的 小伙伴 也 在 ， 但 我 并 没有 叫 他们 参与 游戏 ， 只是 叫 他们 躲 在 暗处 。 为了 让 你 夜晚 全程 闭眼 ， 好 让 我们 进行 下 一步 计划 ， 我 把 所有 卡牌 都 换成 了 平民 ， 上帝 整晚 说 的话 只是 走个 流程 ， 也 都 是 说 给 你 一个 人 听 的 。 安排 好 了 一切 ， 最后 以 女主角 身份 出场 的 你 ， 不负众望 的 中 了 套路 。 在 所有人 的 见证 下 ， 空气 中 充满 了 浪漫 的 气息 ， 你 一袭 白裙 ， 将 永远 铭刻 在 我 心里 。 那天 的 回忆 远不止 这些 。 室友 晚上 临时 调 了 课 ， 我 一个 人 在 寝室 对 着 镜子 练习 即将 对 你 说 的话 ， 里面 有 一句 还 改编自 你 喜欢 听 的 《 眉间 雪 》 歌词 ， 事实证明 那句话 还是 很 有 效果 的 。 后来 当 我 讲完 所有 的话 ， 把 花 递给 你 的 时候 ， 你 还 在 捂着脸 不 知道 我 已经 说完 了 ， 都 是 我 提醒 了 你 一句 “ 嘿该 接花 了 ！ ” 你 才 慢半拍 的 拿 过花 ， 并 马上 抱 了 我 。 这 我 还是 很 惊讶 的 ， 周围 的 朋友 也 都 发出 了 一阵 惊呼 。 “ 告白 不是 发起 进攻 的 冲锋号 ， 而是 象征 胜利 的 号角 ” ， 这句 话 说 的 一点 不假 ， 吃瓜 群众 的 惊叹声 ， 就是 我们 胜利 的 号角 。 事后 我 当兵 的 室友 还 告诉 我 ， 当 他们 两上 完课 回到 寝室 ， 看见 我 已经 带 着 所有 道具 出门 了 ， 老鱼 顿时 觉得 我 不 重视 他 ， 都 不想 来 * 场 了 ， 还是 他 劝 着 才 来 的 。 听 完 我 也 很 委屈 ， 今晚 是 我 表白 的 大喜 * 子 啊 ， 我 就 不能 着急 一点 想 早点 看见 她 吗 ？ 回 想起 这 段 感情 ， 我 有 自己 觉得 做 的 很 好 值得 自豪 的 地方 。 第一次 去 外面 旅游 ， 半夜 你 叫醒 我 说 你 渴 了 ， 我 没有 一点 起床 气 ， 乖乖 去 给 你 倒水 。 因为 我 知道 开灯 后 的 强光 会 很 刺眼 ， 我 走 到 更 远 的 卫生间 开灯 ， 借助 那里 的 光 最终 把 水递 到 了 你 的 面前 。 520 你 承诺 要 给 我 的 东西 ， 后面 我 并 没有 着急 要 ， 不是 因为 闹 了 矛盾 后 不 爱 你 了 ， 而是 考虑 到 马上 考 六级 了 ， 怕 出 什么 意外 影响 你 的 状态 ， 而 六级 以后 紧接着 又 是 期末 ， 所以 我 想 这 学期 要 不 就算 了 。 我 一直 都 尊重 你 的 意见 ， 也 照顾 你 的 感受 ， 而 不是 单纯 为了 自己 。 当然 ， 我 也 有 做 的 不够 好 愧疚 至今 的 地方 。 你 生病 了 去 市里 吊针 ， 陪你去 了 两天 ， 最后 一天 下午 我 应该 逃掉 那节 无关紧要 的 课 ， 以 确保 你 路上 的 安全 。 有 一天 上课 的 时候 我 发现 班长 没 来 ， 问 了 才 知道 原来 是 女朋友 生病 了 ， 对比 之下 我 很 自责 ， 即使 你 顺利 回来 了 ， 我 也 觉得 自己 做 的 不 对 。 一节课 远 没有 你 的 安全 重要 ， 何况 你 还 容易 晕车 。 如果 是 上件 事 我 只是 做 的 不够 好 ， 那 以下 就是 我 做 的 不 对 的 地方 。 分手 后 我 一直 都 有 反思 ， 最终 明白 了 是 自己 的 虚荣心 一次 又 一次 的 伤害 了 你 。 我 确实 被 你 气 了 好 多次 ， 可是 我 的 反应 总是 那么 强烈 ， 没有 一点 男孩子 的 大度 。 其实 很多 时候 ， 气 也 就 一下子 ， 可是 我 又 放不下 面子 ， 不肯 原谅 你 。 当局者迷 旁观者清 ， 现在 我 从 那些 事情 中 抽离 出来 ， 以 旁观者 去 看时 ， 我 不止一次 替 自己 羞耻 。 很多 时候 我 已经 没有 那么 生气 ， 可 我 为什么 还要 继续 表演 我 的 委屈 ， 来 挥霍 你 的 歉意 。 最终 我 明白 了 这样 一个 道理 ， 我 既然 爱 你 ， 就 一定 要 告诉 你 ， 我 为什么 生气 。 刚 分手 的 那 段时间 ， 正在 气头上 ， 我 确实 很 讨厌 你 ， 但 这 并 不 代表 我要 立刻 去 找 一个 和 你 不 一样 的 女朋友 ， 分手 后 我 删 了 表白 墙 ， 退 了 大群 ， 就是 拒绝 认识 其他 的 人 。 我 从来 没有 想过 再 找 一个 女朋友 ， 更 多 的 时候 我 希望 自己 一个 人 静静 ， 上面 那段 话 就是 我 得出 的 成果 。 有句 话 是 这么 说 的 ： 我 可能 忘 了 你 ， 可 我 的 输入法 忘不了 。 每当 我 打 “ 上面 ” 这个 词 的 时候 ， 就 会 有 一个 “ 傻敏 ” 静静 躺 在 那里 。 分手 的 那个 暑假 ， 我 带 着 刚好 中考 完 以及 高考 完 的 表弟 表妹 去 了 上海 好多 地方 玩 ， 我 都 希望 以后 也 能 带你去 。 可能 是 天意 吧 ， 有 一段时间 特别 想 你 ， 那 段时间 空间 都 在 转 《 我 的 一个 道姑 朋友 》 抄袭 ， 我 也 试 着 去 听 了 一遍 ， 可是 一遍 以后 就 忍不住 单曲 循环 ， 里面 同时 出现 了 两个 你 的 网名 ， 歌词 “ 此生 若 是 错 在 相逢 ， 求 一个 善终 ” ， 一遍 一遍 触动 着 我 。 那 几天 ， 我 梦见 了 你好 几次 。 之后 ， 我 就 把 签名 改成 了 “ 陌上 花 开 ” ， 可 你 似乎 没有 看到 ， 或者 已经 对 我 死心 ， 我 不得而知 ， 也 就 这么 不了了之 。 暑假 回来 的 这 学期 ， 因为 省运会 志愿者 的 事 ， 分散 了 我 大部分 注意力 ， 慢慢 的 也 淡忘 了 你 。 可是 今年 寒假 ， 知乎 上 频繁 刷到 关于 恋爱 的 文章 ， 再 加上 王 尼玛 的 回归 ， 我 对 你 思念 再 一次 到 了 顶峰 。 最终 在 寒假 的 尾巴 ， 我 决定 了 去 找 你 ， 并 选择 在 游戏 里 联系 你 。 在 我 带 着 全新 的 自己 下回 游戏 的 时候 ， 得知 你 放下 了 ， 那好 吧 ， 我 终于 可以 为 这个 关于 你 的 故事 ， 划 上 一个 不留 遗憾 的 句号 了 。 抱歉 这 几天 打扰到 你 了 ， 我 已经 得到 了 想要 的 答案 。 这 几天 我会 把 所有 彩豆 和 金 蘑菇 给 你 刷 礼物 ， 带 着 我 的 祝福 继续 玩 下去 吧 ， 我 也 将 永远 是 你 的 榜 一 守护 着 你 。 最后 提醒 你 一句 ， 永远 不要 以为 前男友 找 你 复合 是 他 找 不到 新 的 女朋友 寂寞 了 ， 这 是 对 你 我 双方 的 贬低 。 你 很 好 ， 一点 不 需要 自卑 ， 就是 不够 不 自信 。 一生一世 一双 人 ， 半霜半雪半 浮生 。 ﻿ @ 霜雪 _ 缱绻
